,0,1,2,3,4,5
0,0.0033986085351632466,0.0025882609165713446,0.0036366375430597936,0.0019392980451174333,0.0021933519316505033,0.0026032529720615735
1,0.0024735405186020027,0.002569061690063537,0.004253992657237449,0.002039558861939511,0.002310642191832985,0.0026463293767033896
2,0.002357426327037532,0.0024264831688722115,0.0023367807361215046,0.0027864067042429616,0.0027021382098085457,0.0026060209467634
3,0.0024189381711306195,0.00283433710091829,0.002259725442883458,0.0026998338007813406,0.0027215279820587183,0.0026120946656434814
4,0.0025778457480841142,0.0025452998625760583,0.002250741391184317,0.0028233433921956625,0.0025062989540203533,0.0025429606058369105
5,0.0021409126409157823,0.002451185794642647,0.0023245725012379787,0.002980190817500102,0.0024858986804418243,0.00253620291750767
6,0.0021347211801029066,0.002726844507082737,0.002264114358731473,0.0028830942113839196,0.0026030411083665427,0.0025745115542997513
7,0.0023843648178072372,0.0024734380411217238,0.0023014860588027476,0.002811178705365129,0.0026522300511347195,0.0025902511528172554
8,0.0020709520053739383,0.002974683066379814,0.002471588121735837,0.0024888195649435643,0.0030545952324808503,0.0027121508744144176
9,0.0024342614425234667,0.0029010028829433297,0.0023628630846931824,0.0025550835698809537,0.0028769518928779708,0.002659756439789804
10,0.0023625643514505416,0.0025179566732011723,0.0023205606831618467,0.0028384454762211972,0.0026089402235320407,0.00257640969621467
11,0.002350748449038323,0.002759320670027219,0.002288730437985119,0.002759234467067986,0.002687197676188701,0.0026013208422377334
12,0.0022338661834059503,0.0024334484357718426,0.0022712019302006297,0.0030348098607342333,0.0023598215465774905,0.0024935866877774985
13,0.002650796578914108,0.0025778475617000466,0.0022363806265107483,0.0028854803408919047,0.0023294110309092747,0.002483078557143098
14,0.0023268840534927497,0.002505216625125859,0.002265345297928046,0.0029021800556774694,0.002538768942472086,0.002553640346106463
15,0.0029172943970448865,0.0025162405688798064,0.002374558918901382,0.00230816578186679,0.002999237898282424,0.002696049317059492
16,0.0034088228331562876,0.002500858163747298,0.002298529392832209,0.002365815885163829,0.002515118631630289,0.002545870682320367
17,0.0024141817018685256,0.002813275133157991,0.0023422151297354237,0.0026204739901533464,0.0028307504139157146,0.0026457737277871193
18,0.0029856002659946358,0.0027570190825758492,0.002275693999563401,0.002559056809437458,0.002547523017413976,0.0025565038784677785
19,0.002331671704582291,0.0027430172179366817,0.002285687112675175,0.0027964262197316455,0.002644739832810185,0.0025878671938069932
20,0.0031619566628462376,0.0024765725332920718,0.0023310691829315617,0.002410682794300999,0.002676412033211056,0.0025979168493198714
21,0.0025024900487516303,0.0024245474193616916,0.0023516727289981183,0.00274447382100038,0.0026790548224382062,0.00259875177886219
22,0.0026483604498433876,0.002804651199564671,0.0023358013376265745,0.0026432381392776953,0.002653928792746248,0.0025907911901870665
23,0.002370780109907873,0.002776401428326897,0.0023019895264020118,0.0027174779356071745,0.002732136186436082,0.002615405272371938
24,0.002217020833925185,0.002428847810892076,0.0022627650061033083,0.0030570216484341684,0.0023280337602693386,0.002482600466978681
25,0.0022465055652692184,0.002476031717409746,0.0022131041721649815,0.0030222896076115007,0.0023837975205600686,0.0025018072037479777
26,0.0030182021912595475,0.0025883651298064894,0.0024184383039126058,0.0021494492849359753,0.003108714598198566,0.0027038038252583277
27,0.0028827451733511537,0.0025620875605569635,0.0023893683842220524,0.002418119833473746,0.0028643253507823646,0.0026559501914336842
28,0.0028654232678804858,0.002497622582549287,0.0023675221841124834,0.0024540968254187895,0.0028437795290169494,0.002649732429403674
29,0.002745892137235656,0.0025345450604200765,0.002347097557272978,0.002611091668100404,0.002702665882705422,0.002606186625248651
30,0.0022869818124779434,0.002447786511851056,0.002273698308397918,0.0029632405858913222,0.0024612975455123873,0.0025280037415476874
31,0.0024508413228219957,0.002844280227464517,0.002352678684431986,0.002537799349105933,0.002915375831893765,0.002671270404741418
32,0.0022399804892706708,0.0024351118747770587,0.002263573171709126,0.0030279714405470467,0.0023714065607092047,0.00249756577879544
33,0.0032684617530699157,0.0025833031007134405,0.0022568768609881403,0.00247274455586607,0.0024755260257115575,0.002532752575538956
34,0.002773081659066961,0.0025442824752869193,0.004438943804971779,0.0019199385550207073,0.0019622392597007424,0.002594763259671537
35,0.002429016366992427,0.0023758483030673315,0.0023560776815268283,0.0027337201269883402,0.0027418770012498446,0.0026184375580472984
36,0.0028096557243364757,0.0025877550749442255,0.004466834143156042,0.0019034032779910754,0.0018386472756515614,0.002587466215290466
37,0.0020697766938321607,0.0029708859656241925,0.0025377570251201883,0.002479652886727515,0.003045288955857749,0.0027094578367981787
38,0.0025331628913999827,0.002913447760780961,0.0023747941928785096,0.002336312555198043,0.0031098412307035018,0.002728025020086816
39,0.002239415852091725,0.002434958404166977,0.0022954604258499543,0.003024284094196441,0.002370335670050371,0.0024971985119084405
40,0.0022593602106461374,0.002480745407591964,0.002213786335443111,0.0030050419253964083,0.002408291612688247,0.002510147982478718
41,0.0020633752465735893,0.002652960368121129,0.0023674688234612633,0.0026317392444673445,0.002995005663443026,0.0026948100839101962
